Province,Last_Update,Country_Region,Latitude,Longitude,Confirmed,Deaths,Recovered,Active,Continent
China/Shanghai,2020-01-28,China,31.202,121.4491,66.0,1.0,4.0,0.0,Asia
China/Shanxi,2020-01-28,China,37.5777,112.2922,27.0,0.0,0.0,0.0,Asia
China/Sichuan,2020-01-28,China,30.6171,102.7103,90.0,0.0,0.0,0.0,Asia
China/Tianjin,2020-01-28,China,39.3054,117.323,24.0,0.0,0.0,0.0,Asia
China/Xinjiang,2020-01-28,China,41.1129,85.2401,10.0,0.0,0.0,0.0,Asia
China/Yunnan,2020-01-28,China,24.974,101.48700000000001,44.0,0.0,0.0,0.0,Asia
China/Zhejiang,2020-01-28,China,29.1832,120.0934,173.0,0.0,3.0,0.0,Asia
France,2020-01-28,France,47.0,2.2137,4.0,0.0,0.0,0.0,Europe
Hong Kong/Hong Kong,2020-01-28,Hong Kong,22.3,114.2,8.0,0.0,0.0,0.0,Asia
Japan,2020-01-28,Japan,36.204824,138.252924,7.0,0.0,1.0,0.0,Asia
Macao/Macau,2020-01-28,Macao,22.1667,113.55,7.0,0.0,0.0,0.0,Asia
Malaysia,2020-01-28,Malaysia,4.2105,112.5,4.0,0.0,0.0,0.0,Asia
Nepal,2020-01-28,Nepal,28.3949,84.25,1.0,0.0,0.0,0.0,Asia
Singapore,2020-01-28,Singapore,1.3521,103.8333,7.0,0.0,0.0,0.0,Asia
South Korea,2020-01-28,South Korea,36.0,128.0,4.0,0.0,0.0,0.0,Asia
South Korea,2020-01-28,South Korea,36.0,128.0,4.0,0.0,0.0,0.0,Asia
Sri Lanka,2020-01-28,Sri Lanka,7.8731,81.0,1.0,0.0,0.0,0.0,Asia
Taiwan/Taiwan,2020-01-28,Taiwan,23.7,121.0,8.0,0.0,0.0,0.0,Asia
Thailand,2020-01-28,Thailand,15.870032,101.0,14.0,0.0,5.0,0.0,Asia
US/Arizona,2020-01-28,US,33.7298,-104.46003296875,1.0,0.0,0.0,0.0,Americas
US/California,2020-01-28,US,37.843961646034494,-118.11935556326529,2.0,0.0,0.0,0.0,Americas
US/Illinois,2020-01-28,US,40.3495,-87.45090539370368,1.0,0.0,0.0,0.0,Americas
US/Washington,2020-01-28,US,47.400902,-117.39640208,1.0,0.0,0.0,0.0,Americas
Vietnam,2020-01-28,Vietnam,16.0,108.2772,2.0,0.0,0.0,0.0,Asia
Australia/New South Wales,2020-01-29,Australia,-33.8688,151.2093,4.0,0.0,0.0,0.0,Oceania
Australia/Victoria,2020-01-29,Australia,-37.8136,144.9631,1.0,0.0,0.0,0.0,Oceania
Cambodia,2020-01-29,Cambodia,12.5657,104.991,1.0,0.0,0.0,0.0,Asia
Canada/British Columbia,2020-01-29,Canada,53.7267,-123.1207,1.0,0.0,0.0,0.0,Americas
Canada/Ontario,2020-01-29,Canada,51.2538,-85.3232,1.0,0.0,0.0,0.0,Americas
China/Anhui,2020-01-29,China,31.8257,117.2264,152.0,0.0,2.0,0.0,Asia
China/Beijing,2020-01-29,China,40.1824,116.4142,111.0,1.0,4.0,0.0,Asia
China/Chongqing,2020-01-29,China,30.0572,107.874,147.0,0.0,1.0,0.0,Asia
China/Fujian,2020-01-29,China,26.0789,117.9874,84.0,0.0,0.0,0.0,Asia
China/Gansu,2020-01-29,China,37.8099,103.8343,24.0,0.0,0.0,0.0,Asia
China/Guangdong,2020-01-29,China,23.3417,113.4244,277.0,0.0,5.0,0.0,Asia
China/Guangxi,2020-01-29,China,23.8298,108.7881,58.0,0.0,2.0,0.0,Asia
China/Guizhou,2020-01-29,China,26.8154,106.8748,9.0,0.0,1.0,0.0,Asia
China/Hainan,2020-01-29,China,19.1959,109.7453,43.0,1.0,0.0,0.0,Asia
China/Hebei,2020-01-29,China,39.549,116.1306,48.0,1.0,0.0,0.0,Asia
China/Heilongjiang,2020-01-29,China,47.862,127.7615,38.0,1.0,0.0,0.0,Asia
China/Henan,2020-01-29,China,33.882,113.614,206.0,2.0,1.0,0.0,Asia
China/Hubei,2020-01-29,China,30.9756,112.2707,3554.0,125.0,88.0,0.0,Asia
China/Hunan,2020-01-29,China,27.6104,111.7088,221.0,0.0,0.0,0.0,Asia
China/Inner Mongolia,2020-01-29,China,44.0935,113.9448,16.0,0.0,0.0,0.0,Asia
China/Jiangsu,2020-01-29,China,32.9711,119.455,99.0,0.0,1.0,0.0,Asia
China/Jiangxi,2020-01-29,China,27.614,115.7221,109.0,0.0,3.0,0.0,Asia
China/Jilin,2020-01-29,China,43.6661,126.1923,9.0,0.0,0.0,0.0,Asia
China/Liaoning,2020-01-29,China,41.2956,122.6085,39.0,0.0,1.0,0.0,Asia
China/Ningxia,2020-01-29,China,37.2692,106.1655,12.0,0.0,0.0,0.0,Asia
China/Qinghai,2020-01-29,China,35.7452,95.9956,6.0,0.0,0.0,0.0,Asia
China/Shaanxi,2020-01-29,China,35.1917,108.8701,56.0,0.0,0.0,0.0,Asia
China/Shandong,2020-01-29,China,36.3427,118.1498,130.0,0.0,1.0,0.0,Asia
China/Shanghai,2020-01-29,China,31.202,121.4491,96.0,1.0,5.0,0.0,Asia
China/Shanxi,2020-01-29,China,37.5777,112.2922,27.0,0.0,1.0,0.0,Asia
China/Sichuan,2020-01-29,China,30.6171,102.7103,108.0,1.0,1.0,0.0,Asia
China/Tianjin,2020-01-29,China,39.3054,117.323,27.0,0.0,0.0,0.0,Asia
China/Xinjiang,2020-01-29,China,41.1129,85.2401,13.0,0.0,0.0,0.0,Asia
China/Yunnan,2020-01-29,China,24.974,101.48700000000001,55.0,0.0,0.0,0.0,Asia
China/Zhejiang,2020-01-29,China,29.1832,120.0934,296.0,0.0,3.0,0.0,Asia
Finland,2020-01-29,Finland,64.0,26.0,1.0,0.0,0.0,0.0,Europe
France,2020-01-29,France,47.0,2.2137,5.0,0.0,0.0,0.0,Europe
Hong Kong/Hong Kong,2020-01-29,Hong Kong,22.3,114.2,10.0,0.0,0.0,0.0,Asia
Japan,2020-01-29,Japan,36.204824,138.252924,7.0,0.0,1.0,0.0,Asia
Macao/Macau,2020-01-29,Macao,22.1667,113.55,7.0,0.0,0.0,0.0,Asia
Malaysia,2020-01-29,Malaysia,4.2105,112.5,7.0,0.0,0.0,0.0,Asia
Nepal,2020-01-29,Nepal,28.3949,84.25,1.0,0.0,0.0,0.0,Asia
Singapore,2020-01-29,Singapore,1.3521,103.8333,7.0,0.0,0.0,0.0,Asia
South Korea,2020-01-29,South Korea,36.0,128.0,4.0,0.0,0.0,0.0,Asia
South Korea,2020-01-29,South Korea,36.0,128.0,4.0,0.0,0.0,0.0,Asia
Sri Lanka,2020-01-29,Sri Lanka,7.8731,81.0,1.0,0.0,0.0,0.0,Asia
Taiwan/Taiwan,2020-01-29,Taiwan,23.7,121.0,8.0,0.0,0.0,0.0,Asia
Thailand,2020-01-29,Thailand,15.870032,101.0,14.0,0.0,5.0,0.0,Asia
US/Arizona,2020-01-29,US,33.7298,-104.46003296875,1.0,0.0,0.0,0.0,Americas
US/California,2020-01-29,US,37.843961646034494,-118.11935556326529,2.0,0.0,0.0,0.0,Americas
US/Illinois,2020-01-29,US,40.3495,-87.45090539370368,1.0,0.0,0.0,0.0,Americas
US/Washington,2020-01-29,US,47.400902,-117.39640208,1.0,0.0,0.0,0.0,Americas
United Arab Emirates,2020-01-29,United Arab Emirates,24.0,54.0,4.0,0.0,0.0,0.0,Asia
Vietnam,2020-01-29,Vietnam,16.0,108.2772,2.0,0.0,0.0,0.0,Asia
Australia/New South Wales,2020-01-30,Australia,-33.8688,151.2093,4.0,0.0,2.0,0.0,Oceania
Australia/Queensland,2020-01-30,Australia,-27.4698,153.4,3.0,0.0,0.0,0.0,Oceania
Australia/Victoria,2020-01-30,Australia,-37.8136,144.9631,2.0,0.0,0.0,0.0,Oceania
Cambodia,2020-01-30,Cambodia,12.5657,104.991,1.0,0.0,0.0,0.0,Asia
Canada/British Columbia,2020-01-30,Canada,53.7267,-123.1207,1.0,0.0,0.0,0.0,Americas
Canada/Ontario,2020-01-30,Canada,51.2538,-85.3232,2.0,0.0,0.0,0.0,Americas
China/Anhui,2020-01-30,China,31.8257,117.2264,200.0,0.0,2.0,0.0,Asia
China/Beijing,2020-01-30,China,40.1824,116.4142,114.0,1.0,4.0,0.0,Asia
China/Chongqing,2020-01-30,China,30.0572,107.874,182.0,0.0,1.0,0.0,Asia
China/Fujian,2020-01-30,China,26.0789,117.9874,101.0,0.0,0.0,0.0,Asia
China/Gansu,2020-01-30,China,37.8099,103.8343,26.0,0.0,0.0,0.0,Asia
China/Guangdong,2020-01-30,China,23.3417,113.4244,354.0,0.0,10.0,0.0,Asia
China/Guangxi,2020-01-30,China,23.8298,108.7881,78.0,0.0,2.0,0.0,Asia
China/Guizhou,2020-01-30,China,26.8154,106.8748,12.0,0.0,1.0,0.0,Asia
China/Hainan,2020-01-30,China,19.1959,109.7453,46.0,1.0,1.0,0.0,Asia
China/Hebei,2020-01-30,China,39.549,116.1306,65.0,1.0,0.0,0.0,Asia
China/Heilongjiang,2020-01-30,China,47.862,127.7615,44.0,2.0,0.0,0.0,Asia
China/Henan,2020-01-30,China,33.882,113.614,278.0,2.0,2.0,0.0,Asia
China/Hubei,2020-01-30,China,30.9756,112.2707,4903.0,162.0,90.0,0.0,Asia
China/Hunan,2020-01-30,China,27.6104,111.7088,277.0,0.0,2.0,0.0,Asia
China/Inner Mongolia,2020-01-30,China,44.0935,113.9448,19.0,0.0,0.0,0.0,Asia
China/Jiangsu,2020-01-30,China,32.9711,119.455,129.0,0.0,1.0,0.0,Asia
China/Jiangxi,2020-01-30,China,27.614,115.7221,162.0,0.0,5.0,0.0,Asia
China/Jilin,2020-01-30,China,43.6661,126.1923,14.0,0.0,1.0,0.0,Asia
China/Liaoning,2020-01-30,China,41.2956,122.6085,41.0,0.0,1.0,0.0,Asia
China/Ningxia,2020-01-30,China,37.2692,106.1655,17.0,0.0,0.0,0.0,Asia
China/Qinghai,2020-01-30,China,35.7452,95.9956,8.0,0.0,0.0,0.0,Asia
China/Shaanxi,2020-01-30,China,35.1917,108.8701,63.0,0.0,0.0,0.0,Asia
China/Shandong,2020-01-30,China,36.3427,118.1498,158.0,0.0,1.0,0.0,Asia
China/Shanghai,2020-01-30,China,31.202,121.4491,112.0,1.0,5.0,0.0,Asia
China/Shanxi,2020-01-30,China,37.5777,112.2922,35.0,0.0,1.0,0.0,Asia
China/Sichuan,2020-01-30,China,30.6171,102.7103,142.0,1.0,1.0,0.0,Asia
China/Tianjin,2020-01-30,China,39.3054,117.323,31.0,0.0,0.0,0.0,Asia
China/Tibet,2020-01-30,China,31.6927,88.0924,1.0,0.0,0.0,0.0,Asia
China/Xinjiang,2020-01-30,China,41.1129,85.2401,14.0,0.0,0.0,0.0,Asia
China/Yunnan,2020-01-30,China,24.974,101.48700000000001,70.0,0.0,0.0,0.0,Asia
China/Zhejiang,2020-01-30,China,29.1832,120.0934,428.0,0.0,4.0,0.0,Asia
Finland,2020-01-30,Finland,64.0,26.0,1.0,0.0,0.0,0.0,Europe
France,2020-01-30,France,47.0,2.2137,5.0,0.0,0.0,0.0,Europe
Hong Kong/Hong Kong,2020-01-30,Hong Kong,22.3,114.2,10.0,0.0,0.0,0.0,Asia
India,2020-01-30,India,21.0,78.9629,1.0,0.0,0.0,0.0,Asia
Japan,2020-01-30,Japan,36.204824,138.252924,11.0,0.0,1.0,0.0,Asia
Macao/Macau,2020-01-30,Macao,22.1667,113.55,7.0,0.0,0.0,0.0,Asia
Malaysia,2020-01-30,Malaysia,4.2105,112.5,8.0,0.0,0.0,0.0,Asia
Nepal,2020-01-30,Nepal,28.3949,84.25,1.0,0.0,0.0,0.0,Asia
Philippines,2020-01-30,Philippines,13.0,122.0,1.0,0.0,0.0,0.0,Asia
Singapore,2020-01-30,Singapore,1.3521,103.8333,10.0,0.0,0.0,0.0,Asia
South Korea,2020-01-30,South Korea,36.0,128.0,4.0,0.0,0.0,0.0,Asia
South Korea,2020-01-30,South Korea,36.0,128.0,4.0,0.0,0.0,0.0,Asia
Sri Lanka,2020-01-30,Sri Lanka,7.8731,81.0,1.0,0.0,0.0,0.0,Asia
Taiwan/Taiwan,2020-01-30,Taiwan,23.7,121.0,9.0,0.0,0.0,0.0,Asia
Thailand,2020-01-30,Thailand,15.870032,101.0,14.0,0.0,5.0,0.0,Asia
US/Arizona,2020-01-30,US,33.7298,-104.46003296875,1.0,0.0,0.0,0.0,Americas
US/California,2020-01-30,US,37.843961646034494,-118.11935556326529,2.0,0.0,0.0,0.0,Americas
US/Illinois,2020-01-30,US,40.3495,-87.45090539370368,1.0,0.0,0.0,0.0,Americas
US/Washington,2020-01-30,US,47.400902,-117.39640208,1.0,0.0,0.0,0.0,Americas
United Arab Emirates,2020-01-30,United Arab Emirates,24.0,54.0,4.0,0.0,0.0,0.0,Asia
Vietnam,2020-01-30,Vietnam,16.0,108.2772,2.0,0.0,0.0,0.0,Asia
Australia/New South Wales,2020-01-31,Australia,-33.8688,151.2093,4.0,0.0,2.0,0.0,Oceania
Australia/Queensland,2020-01-31,Australia,-27.4698,153.4,2.0,0.0,0.0,0.0,Oceania
Australia/Victoria,2020-01-31,Australia,-37.8136,144.9631,3.0,0.0,0.0,0.0,Oceania
Cambodia,2020-01-31,Cambodia,12.5657,104.991,1.0,0.0,0.0,0.0,Asia
Canada/British Columbia,2020-01-31,Canada,53.7267,-123.1207,1.0,0.0,0.0,0.0,Americas
Canada/Ontario,2020-01-31,Canada,51.2538,-85.3232,2.0,0.0,0.0,0.0,Americas
China/Anhui,2020-01-31,China,31.8257,117.2264,237.0,0.0,3.0,0.0,Asia
China/Beijing,2020-01-31,China,40.1824,116.4142,139.0,1.0,5.0,0.0,Asia
China/Chongqing,2020-01-31,China,30.0572,107.874,211.0,0.0,1.0,0.0,Asia
China/Fujian,2020-01-31,China,26.0789,117.9874,120.0,0.0,0.0,0.0,Asia
China/Gansu,2020-01-31,China,37.8099,103.8343,29.0,0.0,0.0,0.0,Asia
China/Guangdong,2020-01-31,China,23.3417,113.4244,436.0,0.0,11.0,0.0,Asia
China/Guangxi,2020-01-31,China,23.8298,108.7881,87.0,0.0,2.0,0.0,Asia
China/Guizhou,2020-01-31,China,26.8154,106.8748,29.0,0.0,2.0,0.0,Asia
China/Hainan,2020-01-31,China,19.1959,109.7453,52.0,1.0,1.0,0.0,Asia
China/Hebei,2020-01-31,China,39.549,116.1306,82.0,1.0,0.0,0.0,Asia
China/Heilongjiang,2020-01-31,China,47.862,127.7615,59.0,2.0,0.0,0.0,Asia
China/Henan,2020-01-31,China,33.882,113.614,352.0,2.0,3.0,0.0,Asia
China/Hubei,2020-01-31,China,30.9756,112.2707,5806.0,204.0,141.0,0.0,Asia
China/Hunan,2020-01-31,China,27.6104,111.7088,332.0,0.0,2.0,0.0,Asia
China/Inner Mongolia,2020-01-31,China,44.0935,113.9448,20.0,0.0,1.0,0.0,Asia
China/Jiangsu,2020-01-31,China,32.9711,119.455,168.0,0.0,5.0,0.0,Asia
China/Jiangxi,2020-01-31,China,27.614,115.7221,240.0,0.0,7.0,0.0,Asia
China/Jilin,2020-01-31,China,43.6661,126.1923,14.0,0.0,1.0,0.0,Asia
China/Liaoning,2020-01-31,China,41.2956,122.6085,48.0,0.0,1.0,0.0,Asia
China/Ningxia,2020-01-31,China,37.2692,106.1655,21.0,0.0,0.0,0.0,Asia
China/Qinghai,2020-01-31,China,35.7452,95.9956,8.0,0.0,0.0,0.0,Asia
China/Shaanxi,2020-01-31,China,35.1917,108.8701,87.0,0.0,0.0,0.0,Asia
China/Shandong,2020-01-31,China,36.3427,118.1498,184.0,0.0,2.0,0.0,Asia
China/Shanghai,2020-01-31,China,31.202,121.4491,135.0,1.0,9.0,0.0,Asia
China/Shanxi,2020-01-31,China,37.5777,112.2922,39.0,0.0,1.0,0.0,Asia
China/Sichuan,2020-01-31,China,30.6171,102.7103,177.0,1.0,1.0,0.0,Asia
China/Tianjin,2020-01-31,China,39.3054,117.323,32.0,0.0,0.0,0.0,Asia
China/Tibet,2020-01-31,China,31.6927,88.0924,1.0,0.0,0.0,0.0,Asia
China/Xinjiang,2020-01-31,China,41.1129,85.2401,17.0,0.0,0.0,0.0,Asia
China/Yunnan,2020-01-31,China,24.974,101.48700000000001,83.0,0.0,1.0,0.0,Asia
China/Zhejiang,2020-01-31,China,29.1832,120.0934,538.0,0.0,14.0,0.0,Asia
Finland,2020-01-31,Finland,64.0,26.0,1.0,0.0,0.0,0.0,Europe
France,2020-01-31,France,47.0,2.2137,5.0,0.0,0.0,0.0,Europe
Hong Kong/Hong Kong,2020-01-31,Hong Kong,22.3,114.2,12.0,0.0,0.0,0.0,Asia
India,2020-01-31,India,21.0,78.9629,1.0,0.0,0.0,0.0,Asia
Italy,2020-01-31,Italy,43.0,12.5674,2.0,0.0,0.0,0.0,Europe
Japan,2020-01-31,Japan,36.204824,138.252924,15.0,0.0,1.0,0.0,Asia
Macao/Macau,2020-01-31,Macao,22.1667,113.55,7.0,0.0,0.0,0.0,Asia
Malaysia,2020-01-31,Malaysia,4.2105,112.5,8.0,0.0,0.0,0.0,Asia
Nepal,2020-01-31,Nepal,28.3949,84.25,1.0,0.0,0.0,0.0,Asia
Philippines,2020-01-31,Philippines,13.0,122.0,1.0,0.0,0.0,0.0,Asia
Russia,2020-01-31,Russia,61.52401,105.3188,2.0,0.0,0.0,0.0,Europe
Singapore,2020-01-31,Singapore,1.3521,103.8333,13.0,0.0,0.0,0.0,Asia
South Korea,2020-01-31,South Korea,36.0,128.0,11.0,0.0,0.0,0.0,Asia
South Korea,2020-01-31,South Korea,36.0,128.0,11.0,0.0,0.0,0.0,Asia
Sri Lanka,2020-01-31,Sri Lanka,7.8731,81.0,1.0,0.0,0.0,0.0,Asia
Sweden,2020-01-31,Sweden,63.0,18.643501,1.0,0.0,0.0,0.0,Europe
Taiwan/Taiwan,2020-01-31,Taiwan,23.7,121.0,10.0,0.0,0.0,0.0,Asia
Thailand,2020-01-31,Thailand,15.870032,101.0,19.0,0.0,5.0,0.0,Asia
UK,2020-01-31,UK,55.3781,-3.0,2.0,0.0,0.0,0.0,Europe
US/Arizona,2020-01-31,US,33.7298,-104.46003296875,1.0,0.0,0.0,0.0,Americas
US/California,2020-01-31,US,37.843961646034494,-118.11935556326529,2.0,0.0,0.0,0.0,Americas
US/Illinois,2020-01-31,US,40.3495,-87.45090539370368,2.0,0.0,0.0,0.0,Americas
US/Washington,2020-01-31,US,47.400902,-117.39640208,1.0,0.0,0.0,0.0,Americas
United Arab Emirates,2020-01-31,United Arab Emirates,24.0,54.0,4.0,0.0,0.0,0.0,Asia
Vietnam,2020-01-31,Vietnam,16.0,108.2772,2.0,0.0,0.0,0.0,Asia
Cambodia,2020-01-31,Cambodia,12.5657,104.991,1.0,0.0,0.0,0.0,Asia
China/Guizhou,2020-01-31,China,26.8154,106.8748,29.0,0.0,2.0,0.0,Asia
Finland,2020-01-31,Finland,64.0,26.0,1.0,0.0,0.0,0.0,Europe
India,2020-01-31,India,21.0,78.9629,1.0,0.0,0.0,0.0,Asia
Italy,2020-01-31,Italy,43.0,12.5674,2.0,0.0,0.0,0.0,Europe
Macao/Macau,2020-01-31,Macao,22.1667,113.55,7.0,0.0,0.0,0.0,Asia
Malaysia,2020-01-31,Malaysia,4.2105,112.5,8.0,0.0,0.0,0.0,Asia
Nepal,2020-01-31,Nepal,28.3949,84.25,1.0,0.0,0.0,0.0,Asia
Russia,2020-01-31,Russia,61.52401,105.3188,2.0,0.0,0.0,0.0,Europe
Sri Lanka,2020-01-31,Sri Lanka,7.8731,81.0,1.0,0.0,0.0,0.0,Asia
Taiwan/Taiwan,2020-01-31,Taiwan,23.7,121.0,10.0,0.0,0.0,0.0,Asia
Thailand,2020-01-31,Thailand,15.870032,101.0,19.0,0.0,5.0,0.0,Asia
United Arab Emirates,2020-01-31,United Arab Emirates,24.0,54.0,4.0,0.0,0.0,0.0,Asia
Australia/New South Wales,2020-02-01,Australia,-33.8688,151.2093,4.0,0.0,2.0,0.0,Oceania
Australia/Queensland,2020-02-01,Australia,-27.4698,153.4,3.0,0.0,0.0,0.0,Oceania
Australia/South Australia,2020-02-01,Australia,-34.9285,138.6007,1.0,0.0,0.0,0.0,Oceania
Australia/Victoria,2020-02-01,Australia,-37.8136,144.9631,4.0,0.0,0.0,0.0,Oceania
Canada/British Columbia,2020-02-01,Canada,53.7267,-123.1207,1.0,0.0,0.0,0.0,Americas
Canada/Ontario,2020-02-01,Canada,51.2538,-85.3232,3.0,0.0,0.0,0.0,Americas
China/Anhui,2020-02-01,China,31.8257,117.2264,297.0,0.0,5.0,0.0,Asia
China/Beijing,2020-02-01,China,40.1824,116.4142,168.0,1.0,9.0,0.0,Asia
China/Chongqing,2020-02-01,China,30.0572,107.874,247.0,1.0,3.0,0.0,Asia
China/Fujian,2020-02-01,China,26.0789,117.9874,144.0,0.0,0.0,0.0,Asia
China/Gansu,2020-02-01,China,37.8099,103.8343,40.0,0.0,0.0,0.0,Asia
China/Guangdong,2020-02-01,China,23.3417,113.4244,535.0,0.0,14.0,0.0,Asia
China/Guangxi,2020-02-01,China,23.8298,108.7881,100.0,0.0,2.0,0.0,Asia
China/Hainan,2020-02-01,China,19.1959,109.7453,62.0,1.0,1.0,0.0,Asia
China/Hebei,2020-02-01,China,39.549,116.1306,96.0,1.0,0.0,0.0,Asia
China/Heilongjiang,2020-02-01,China,47.862,127.7615,80.0,2.0,2.0,0.0,Asia
China/Henan,2020-02-01,China,33.882,113.614,422.0,2.0,3.0,0.0,Asia
China/Hubei,2020-02-01,China,30.9756,112.2707,7153.0,249.0,168.0,0.0,Asia
China/Hunan,2020-02-01,China,27.6104,111.7088,389.0,0.0,8.0,0.0,Asia
China/Inner Mongolia,2020-02-01,China,44.0935,113.9448,23.0,0.0,1.0,0.0,Asia
China/Jiangsu,2020-02-01,China,32.9711,119.455,202.0,0.0,6.0,0.0,Asia
China/Jiangxi,2020-02-01,China,27.614,115.7221,286.0,0.0,9.0,0.0,Asia
China/Jilin,2020-02-01,China,43.6661,126.1923,17.0,0.0,1.0,0.0,Asia
China/Liaoning,2020-02-01,China,41.2956,122.6085,64.0,0.0,1.0,0.0,Asia
China/Ningxia,2020-02-01,China,37.2692,106.1655,26.0,0.0,0.0,0.0,Asia
China/Qinghai,2020-02-01,China,35.7452,95.9956,9.0,0.0,0.0,0.0,Asia
China/Shaanxi,2020-02-01,China,35.1917,108.8701,101.0,0.0,0.0,0.0,Asia
China/Shandong,2020-02-01,China,36.3427,118.1498,206.0,0.0,3.0,0.0,Asia
China/Shanghai,2020-02-01,China,31.202,121.4491,169.0,1.0,10.0,0.0,Asia
China/Shanxi,2020-02-01,China,37.5777,112.2922,47.0,0.0,1.0,0.0,Asia
China/Sichuan,2020-02-01,China,30.6171,102.7103,207.0,1.0,3.0,0.0,Asia
China/Tianjin,2020-02-01,China,39.3054,117.323,41.0,0.0,0.0,0.0,Asia
China/Tibet,2020-02-01,China,31.6927,88.0924,1.0,0.0,0.0,0.0,Asia
China/Xinjiang,2020-02-01,China,41.1129,85.2401,18.0,0.0,0.0,0.0,Asia
China/Yunnan,2020-02-01,China,24.974,101.48700000000001,93.0,0.0,2.0,0.0,Asia
China/Zhejiang,2020-02-01,China,29.1832,120.0934,599.0,0.0,21.0,0.0,Asia
France,2020-02-01,France,47.0,2.2137,6.0,0.0,0.0,0.0,Europe
Germany,2020-02-01,Germany,51.1657,10.451526,8.0,0.0,0.0,0.0,Europe
Hong Kong/Hong Kong,2020-02-01,Hong Kong,22.3,114.2,13.0,0.0,0.0,0.0,Asia
Japan,2020-02-01,Japan,36.204824,138.252924,20.0,0.0,1.0,0.0,Asia
Philippines,2020-02-01,Philippines,13.0,122.0,1.0,0.0,0.0,0.0,Asia
Singapore,2020-02-01,Singapore,1.3521,103.8333,16.0,0.0,0.0,0.0,Asia
South Korea,2020-02-01,South Korea,36.0,128.0,12.0,0.0,0.0,0.0,Asia
South Korea,2020-02-01,South Korea,36.0,128.0,12.0,0.0,0.0,0.0,Asia
Spain,2020-02-01,Spain,40.4637,-3.7492,1.0,0.0,0.0,0.0,Europe
Sweden,2020-02-01,Sweden,63.0,18.643501,1.0,0.0,0.0,0.0,Europe
UK,2020-02-01,UK,55.3781,-3.0,2.0,0.0,0.0,0.0,Europe
"US/Boston, MA",2020-02-01,US,42.3601,-71.0589,1.0,0.0,0.0,0.0,Americas
"US/Chicago, IL",2020-02-01,US,41.8781,-87.6298,2.0,0.0,0.0,0.0,Americas
"US/Los Angeles, CA",2020-02-01,US,34.0522,-118.2437,1.0,0.0,0.0,0.0,Americas
"US/Orange, CA",2020-02-01,US,33.7879,-117.8531,1.0,0.0,0.0,0.0,Americas
"US/Santa Clara, CA",2020-02-01,US,37.3541,-121.9552,1.0,0.0,0.0,0.0,Americas
"US/Seattle, WA",2020-02-01,US,47.6062,-122.3321,1.0,0.0,0.0,0.0,Americas
"US/Tempe, AZ",2020-02-01,US,33.4255,-111.94,1.0,0.0,0.0,0.0,Americas
Vietnam,2020-02-01,Vietnam,16.0,108.2772,6.0,0.0,1.0,0.0,Asia
Cambodia,2020-01-31,Cambodia,12.5657,104.991,1.0,0.0,0.0,0.0,Asia
Finland,2020-01-31,Finland,64.0,26.0,1.0,0.0,0.0,0.0,Europe
Italy,2020-01-31,Italy,43.0,12.5674,2.0,0.0,0.0,0.0,Europe
Malaysia,2020-01-31,Malaysia,4.2105,112.5,8.0,0.0,0.0,0.0,Asia
Nepal,2020-01-31,Nepal,28.3949,84.25,1.0,0.0,0.0,0.0,Asia
Russia,2020-01-31,Russia,61.52401,105.3188,2.0,0.0,0.0,0.0,Europe
Sri Lanka,2020-01-31,Sri Lanka,7.8731,81.0,1.0,0.0,0.0,0.0,Asia
Taiwan/Taiwan,2020-01-31,Taiwan,23.7,121.0,10.0,0.0,0.0,0.0,Asia
Thailand,2020-01-31,Thailand,15.870032,101.0,19.0,0.0,5.0,0.0,Asia
Australia/New South Wales,2020-02-01,Australia,-33.8688,151.2093,4.0,0.0,2.0,0.0,Oceania
Australia/Victoria,2020-02-01,Australia,-37.8136,144.9631,4.0,0.0,0.0,0.0,Oceania
Canada/British Columbia,2020-02-01,Canada,53.7267,-123.1207,1.0,0.0,0.0,0.0,Americas
Canada/Ontario,2020-02-01,Canada,51.2538,-85.3232,3.0,0.0,0.0,0.0,Americas
China/Tibet,2020-02-01,China,31.6927,88.0924,1.0,0.0,0.0,0.0,Asia
France,2020-02-01,France,47.0,2.2137,6.0,0.0,0.0,0.0,Europe
Japan,2020-02-01,Japan,36.204824,138.252924,20.0,0.0,1.0,0.0,Asia
Spain,2020-02-01,Spain,40.4637,-3.7492,1.0,0.0,0.0,0.0,Europe
Sweden,2020-02-01,Sweden,63.0,18.643501,1.0,0.0,0.0,0.0,Europe
UK,2020-02-01,UK,55.3781,-3.0,2.0,0.0,0.0,0.0,Europe
"US/Boston, MA",2020-02-01,US,42.3601,-71.0589,1.0,0.0,0.0,0.0,Americas
"US/Chicago, IL",2020-02-01,US,41.8781,-87.6298,2.0,0.0,0.0,0.0,Americas
"US/Los Angeles, CA",2020-02-01,US,34.0522,-118.2437,1.0,0.0,0.0,0.0,Americas
"US/Orange, CA",2020-02-01,US,33.7879,-117.8531,1.0,0.0,0.0,0.0,Americas
"US/Santa Clara, CA",2020-02-01,US,37.3541,-121.9552,1.0,0.0,0.0,0.0,Americas
"US/Seattle, WA",2020-02-01,US,47.6062,-122.3321,1.0,0.0,0.0,0.0,Americas
"US/Tempe, AZ",2020-02-01,US,33.4255,-111.94,1.0,0.0,0.0,0.0,Americas
Vietnam,2020-02-01,Vietnam,16.0,108.2772,6.0,0.0,1.0,0.0,Asia
